addr_state,debt_to_income_ratio,emp_length,loan_amnt,status,title,zip_code
GA,0.65%,< 1 year,40000.0,declined,Debt consolidation,300xx
MS,512%,< 1 year,15000.0,declined,Major purchase,386xx
FL,7.37%,< 1 year,15000.0,declined,Credit card refinancing,347xx
TX,15.43%,< 1 year,10000.0,declined,Other,774xx
MO,1.14%,< 1 year,20000.0,declined,Medical expenses,646xx
CA,15.78%,< 1 year,14000.0,declined,Debt consolidation,923xx
SC,15.65%,< 1 year,6000.0,declined,Debt consolidation,299xx
MN,10.44%,< 1 year,1000.0,declined,Debt consolidation,550xx
OH,23.69%,< 1 year,5000.0,declined,Debt consolidation,441xx
FL,77.48%,< 1 year,8000.0,declined,Debt consolidation,339xx
IN,9.99%,< 1 year,2000.0,declined,Other,469xx
CA,100%,< 1 year,10000.0,declined,Debt consolidation,914xx
SC,32.83%,< 1 year,12000.0,declined,Debt consolidation,294xx
CO,2.31%,< 1 year,3000.0,declined,Other,815xx
IN,133.6%,< 1 year,40000.0,declined,Debt consolidation,460xx
TN,6.25%,< 1 year,1200.0,declined,Other,379xx
FL,15.95%,< 1 year,10000.0,declined,Debt consolidation,323xx
NY,18.83%,< 1 year,20000.0,declined,Car financing,126xx
NM,1.95%,< 1 year,3000.0,declined,Car financing,870xx
NJ,0.43%,< 1 year,1500.0,declined,Medical expenses,071xx
WI,19.79%,< 1 year,25000.0,declined,Debt consolidation,532xx
CA,26.45%,< 1 year,4500.0,declined,Home improvement,945xx
MO,33.56%,< 1 year,10000.0,declined,Debt consolidation,658xx
MI,20.75%,< 1 year,10000.0,declined,Home buying,484xx
AZ,11.38%,< 1 year,7000.0,declined,Credit card refinancing,850xx
WV,8.74%,< 1 year,15000.0,declined,Credit card refinancing,257xx
NJ,22.63%,< 1 year,10000.0,declined,Debt consolidation,082xx
VA,21.81%,< 1 year,25000.0,declined,Debt consolidation,242xx
NY,0%,< 1 year,6000.0,declined,Other,141xx
AL,100%,< 1 year,33375.0,declined,Credit card refinancing,361xx
PA,29.66%,< 1 year,25000.0,declined,Debt consolidation,170xx
IL,0%,< 1 year,3500.0,declined,Other,600xx
MS,16.93%,< 1 year,3000.0,declined,Other,392xx
TX,10727.33%,< 1 year,16000.0,declined,Medical expenses,750xx
VA,33.89%,< 1 year,5000.0,declined,Other,230xx
NJ,4.97%,< 1 year,10000.0,declined,Debt consolidation,070xx
FL,37.47%,< 1 year,2000.0,declined,Debt consolidation,331xx
MA,2%,< 1 year,2000.0,declined,Debt consolidation,021xx
FL,42.88%,< 1 year,8000.0,declined,Other,337xx
CA,100%,< 1 year,6000.0,declined,Debt consolidation,900xx
CA,100%,< 1 year,33000.0,declined,Debt consolidation,921xx
CA,2.5%,< 1 year,2600.0,declined,Other,921xx
FL,42.07%,< 1 year,5000.0,declined,Credit card refinancing,331xx
HI,10.63%,< 1 year,18000.0,declined,Debt consolidation,967xx
CO,20.04%,< 1 year,5000.0,declined,Other,805xx
IN,21.66%,< 1 year,14000.0,declined,Credit card refinancing,474xx
PA,0.75,10+ years,18500.0,accepted,Debt consolidation,173xx
MI,0%,< 1 year,15000.0,declined,Debt consolidation,495xx
FL,17.28%,< 1 year,12500.0,declined,Debt consolidation,321xx
LA,2.21%,< 1 year,10000.0,declined,Credit card refinancing,712xx
NC,4.78%,< 1 year,15000.0,declined,Credit card refinancing,279xx
NY,100%,< 1 year,4000.0,declined,Other,108xx
MS,0.6%,< 1 year,5000.0,declined,Other,394xx
AK,100%,< 1 year,10000.0,declined,Credit card refinancing,996xx
FL,29.6%,< 1 year,17000.0,declined,Debt consolidation,330xx
OH,0%,< 1 year,1000.0,declined,Other,446xx
NH,0%,< 1 year,3000.0,declined,Other,032xx
VT,14.25%,< 1 year,3000.0,declined,Debt consolidation,054xx
GA,8.63%,< 1 year,20000.0,declined,Other,300xx
NC,55.15%,< 1 year,3000.0,declined,Other,283xx
OH,39.12%,< 1 year,7000.0,declined,Home improvement,452xx
AL,9.09%,< 1 year,5000.0,declined,Medical expenses,362xx
MD,20.44%,< 1 year,12500.0,declined,Credit card refinancing,212xx
VA,8.55%,< 1 year,30000.0,declined,Debt consolidation,243xx
PA,100%,< 1 year,21475.0,declined,Car financing,182xx
GA,100%,< 1 year,25625.0,declined,Car financing,301xx
CA,3.72%,4 years,10000.0,declined,Debt consolidation,920xx
NJ,11%,< 1 year,7000.0,declined,Other,080xx
MI,100%,< 1 year,10000.0,declined,Other,480xx
PA,2.29%,< 1 year,2500.0,declined,Debt consolidation,194xx
MD,26.74%,< 1 year,30000.0,declined,Credit card refinancing,208xx
FL,7.24%,< 1 year,20000.0,declined,Debt consolidation,333xx
MS,34.85%,< 1 year,25000.0,declined,Debt consolidation,386xx
NV,100%,< 1 year,28000.0,declined,Debt consolidation,894xx
MD,8.45%,< 1 year,5000.0,declined,Debt consolidation,217xx
OH,9.53%,< 1 year,10000.0,declined,Credit card refinancing,430xx
CA,51.95%,< 1 year,35000.0,declined,Debt consolidation,945xx
TX,8.14%,< 1 year,25000.0,declined,Debt consolidation,760xx
IL,7.25%,< 1 year,6000.0,declined,Other,600xx
TX,20.15%,4 years,15000.0,declined,Credit card refinancing,786xx
NJ,8.71%,< 1 year,10000.0,declined,Credit card refinancing,073xx
NJ,28.27%,< 1 year,40000.0,declined,Home improvement,080xx
OR,9.06%,< 1 year,17000.0,declined,Debt consolidation,971xx
CA,26.51%,< 1 year,1500.0,declined,Debt consolidation,935xx
CO,37.06%,< 1 year,6000.0,declined,Credit card refinancing,805xx
CA,37.67%,< 1 year,5000.0,declined,Debt consolidation,928xx
FL,1.8%,< 1 year,2500.0,declined,Other,321xx
MI,184.08%,< 1 year,4500.0,declined,Other,481xx
KS,1.9%,< 1 year,10000.0,declined,Other,673xx
MO,24.15%,< 1 year,10000.0,declined,Other,658xx
NC,11.83%,< 1 year,15000.0,declined,Credit card refinancing,281xx
IN,39.7%,< 1 year,7500.0,declined,Credit card refinancing,466xx
GA,100%,1 year,20900.0,declined,Car financing,305xx
MI,16.27%,< 1 year,10000.0,declined,Home buying,481xx
FL,18.47%,< 1 year,35000.0,declined,Debt consolidation,331xx
UT,33%,< 1 year,7000.0,declined,Credit card refinancing,840xx
GA,44.26%,< 1 year,10000.0,declined,Debt consolidation,301xx
NY,100%,< 1 year,10000.0,declined,Credit card refinancing,117xx
TX,45.93%,< 1 year,15000.0,declined,Home buying,785xx
TX,40.93%,< 1 year,10000.0,declined,Home improvement,760xx
NV,57.61%,< 1 year,25000.0,declined,Debt consolidation,891xx
WA,27.23%,< 1 year,10000.0,declined,Debt consolidation,981xx
MI,21.54%,< 1 year,2000.0,declined,Medical expenses,497xx
IL,16.58%,< 1 year,8000.0,declined,Debt consolidation,604xx
RI,1421.21%,< 1 year,12500.0,declined,Credit card refinancing,028xx
TN,15.39%,< 1 year,12000.0,declined,Debt consolidation,382xx
CA,37.38%,,2500.0,declined,Debt consolidation,928xx
IL,24.35%,< 1 year,5000.0,declined,Other,604xx
MD,18.75%,< 1 year,23000.0,declined,Car financing,206xx
FL,50.43%,< 1 year,11500.0,declined,Debt consolidation,333xx
NM,10.36%,< 1 year,6000.0,declined,Debt consolidation,875xx
LA,10.91%,< 1 year,5000.0,declined,Other,704xx
NJ,33.12%,< 1 year,35000.0,declined,Debt consolidation,070xx
MD,0.13%,< 1 year,5000.0,declined,Debt consolidation,212xx
MA,15.24%,< 1 year,20000.0,declined,Credit card refinancing,019xx
IN,36.32%,< 1 year,30000.0,declined,Credit card refinancing,461xx
MO,33.36%,< 1 year,20000.0,declined,Credit card refinancing,630xx
CA,37.56%,< 1 year,35000.0,declined,Credit card refinancing,906xx
TN,24.91%,< 1 year,5000.0,declined,Debt consolidation,376xx
MD,100%,< 1 year,38575.0,declined,Car financing,207xx
NJ,3.6%,< 1 year,15000.0,declined,Other,070xx
NY,3.76%,< 1 year,5000.0,declined,Credit card refinancing,112xx
PA,6.93%,< 1 year,10000.0,declined,Debt consolidation,152xx
CA,100%,< 1 year,40000.0,declined,Debt consolidation,900xx
TX,28.79%,< 1 year,15000.0,declined,Debt consolidation,784xx
NY,62.23%,< 1 year,35000.0,declined,Debt consolidation,121xx
LA,55.47%,< 1 year,25000.0,declined,Home improvement,700xx
CO,20.16%,< 1 year,4000.0,declined,Debt consolidation,809xx
CA,6.14%,< 1 year,40000.0,declined,Other,941xx
PA,-1%,< 1 year,15000.0,declined,Business Loan,178xx
CA,24.88%,< 1 year,2000.0,declined,Medical expenses,948xx
CA,4.02%,< 1 year,15000.0,declined,Home buying,940xx
NE,15.83%,< 1 year,25000.0,declined,Debt consolidation,680xx
TX,9999%,< 1 year,10000.0,declined,Major purchase,756xx
CA,30.48%,< 1 year,6000.0,declined,Debt consolidation,932xx
FL,15.46%,< 1 year,6000.0,declined,Debt consolidation,334xx
CA,20.29%,< 1 year,20000.0,declined,Major purchase,905xx
TX,100%,1 year,21750.0,declined,Car financing,770xx
TX,100%,3 years,15075.0,declined,Car financing,750xx
CO,590.96%,< 1 year,5000.0,declined,Vacation,800xx
NY,37.32%,< 1 year,17000.0,declined,Debt consolidation,117xx
OH,100%,< 1 year,20000.0,declined,Debt consolidation,442xx
CT,28.22%,< 1 year,5000.0,declined,Debt consolidation,064xx
FL,100%,< 1 year,7900.0,declined,Credit card refinancing,339xx
MI,22.58%,< 1 year,5000.0,declined,Medical expenses,480xx
UT,9.67%,< 1 year,8000.0,declined,Debt consolidation,843xx
IL,12.91%,< 1 year,5000.0,declined,Medical expenses,604xx
FL,0.38%,< 1 year,30000.0,declined,Business,331xx
TX,40.78%,< 1 year,32000.0,declined,Debt consolidation,774xx
VA,2.19%,< 1 year,5000.0,declined,Debt consolidation,245xx
CA,22%,< 1 year,10000.0,declined,Credit card refinancing,902xx
FL,37.67%,< 1 year,5000.0,declined,Other,328xx
OH,5.77%,< 1 year,10000.0,declined,Other,430xx
DE,48.79%,7 years,5000.0,declined,Other,199xx
NY,11.33%,< 1 year,15000.0,declined,Car financing,107xx
IN,37.86%,< 1 year,20000.0,declined,Credit card refinancing,465xx
FL,41.45%,< 1 year,10000.0,declined,Other,329xx
WV,56.11%,< 1 year,20000.0,declined,Debt consolidation,255xx
AZ,1.73%,< 1 year,1000.0,declined,Business,852xx
PA,22.62%,< 1 year,28000.0,declined,Credit card refinancing,180xx
MA,11.43%,< 1 year,10000.0,declined,Credit card refinancing,016xx
GA,21.69%,< 1 year,20000.0,declined,Credit card refinancing,305xx
GA,28.16,,6000.0,accepted,Debt consolidation,304xx
PA,6.87%,< 1 year,3000.0,declined,Debt consolidation,188xx
OH,4.08%,< 1 year,10000.0,declined,Other,437xx
FL,34.35%,< 1 year,35000.0,declined,Credit card refinancing,327xx
TN,6.46%,< 1 year,10000.0,declined,Other,370xx
DE,25.35%,< 1 year,1300.0,declined,Home improvement,199xx
CA,24.15,2 years,15600.0,accepted,Debt consolidation,952xx
IL,24.61%,< 1 year,15000.0,declined,Debt consolidation,611xx
AZ,19.14%,< 1 year,12000.0,declined,Debt consolidation,856xx
TN,38.9%,< 1 year,15000.0,declined,Debt consolidation,378xx
GA,38%,< 1 year,4000.0,declined,Debt consolidation,301xx
FL,4.33%,< 1 year,20000.0,declined,Debt consolidation,331xx
MT,21.9%,< 1 year,35000.0,declined,Major purchase,591xx
AZ,100%,< 1 year,10000.0,declined,Credit card refinancing,857xx
NE,26.38%,< 1 year,3000.0,declined,Vacation,680xx
AL,11.51%,< 1 year,3000.0,declined,Debt consolidation,360xx
IL,14.66%,< 1 year,10000.0,declined,Credit card refinancing,605xx
CA,1100%,< 1 year,10000.0,declined,Major purchase,902xx
TX,23.11%,< 1 year,6000.0,declined,Debt consolidation,773xx
FL,38.75%,< 1 year,4000.0,declined,Medical expenses,336xx
TN,47.01%,< 1 year,12000.0,declined,Debt consolidation,378xx
OH,7.15%,< 1 year,35000.0,declined,Other,448xx
OH,13.66%,< 1 year,5000.0,declined,Debt consolidation,448xx
OH,39.17%,< 1 year,2800.0,declined,Other,441xx
IL,3.57%,1 year,10000.0,declined,Credit card refinancing,606xx
OH,17.48%,< 1 year,10000.0,declined,Debt consolidation,441xx
CA,4.8%,< 1 year,1500.0,declined,Debt consolidation,906xx
NJ,8.59%,< 1 year,10000.0,declined,Debt consolidation,078xx
MD,26.93%,< 1 year,10000.0,declined,Debt consolidation,210xx
MI,24.6%,< 1 year,5000.0,declined,Debt consolidation,481xx
TX,54.06%,< 1 year,23450.0,declined,Debt consolidation,759xx
WA,56.75%,< 1 year,35000.0,declined,Debt consolidation,981xx
GA,20.58%,< 1 year,6000.0,declined,Debt consolidation,315xx
IN,25.58%,< 1 year,30000.0,declined,Debt consolidation,471xx
FL,9.61%,< 1 year,3000.0,declined,Other,329xx
NJ,1.8%,< 1 year,3500.0,declined,Other,070xx
TX,5.58%,< 1 year,1000.0,declined,Major purchase,752xx
NE,6.08%,< 1 year,5000.0,declined,Other,681xx
ME,73.1%,< 1 year,10000.0,declined,Debt consolidation,049xx
PA,20.55%,< 1 year,10000.0,declined,Debt consolidation,168xx
MI,7.1%,< 1 year,5000.0,declined,Home improvement,485xx
CA,22.72%,< 1 year,7000.0,declined,Credit card refinancing,900xx
NY,18.61%,< 1 year,10000.0,declined,Debt consolidation,119xx
OK,13.94%,< 1 year,30000.0,declined,Home improvement,741xx
MO,32.98%,< 1 year,10000.0,declined,Credit card refinancing,656xx
LA,28.29%,< 1 year,20000.0,declined,Other,704xx
GA,53.03%,< 1 year,15000.0,declined,Debt consolidation,302xx
NJ,6.95%,< 1 year,2000.0,declined,Home buying,075xx
CA,27.6%,< 1 year,40000.0,declined,Debt consolidation,907xx
NY,35.05%,< 1 year,25000.0,declined,Car financing,142xx
IL,0.48%,< 1 year,20000.0,declined,Home buying,618xx
NM,17.07%,< 1 year,31000.0,declined,Debt consolidation,881xx
OH,8.42%,< 1 year,10000.0,declined,Debt consolidation,432xx
AR,13.34%,< 1 year,3000.0,declined,Other,719xx
AZ,1.43%,< 1 year,30000.0,declined,Business,850xx
MN,100%,1 year,19525.0,declined,Car financing,553xx
PA,8.7%,< 1 year,5000.0,declined,Debt consolidation,190xx
MA,27.83,6 years,14400.0,accepted,Credit card refinancing,017xx
FL,100%,< 1 year,1000.0,declined,Other,330xx
TX,100%,10+ years,18325.0,declined,Car financing,781xx
TX,29.65%,< 1 year,9000.0,declined,Debt consolidation,761xx
AR,168.81%,< 1 year,1000.0,declined,Moving and relocation,726xx
NY,0%,< 1 year,2000.0,declined,Other,114xx
OH,47.63%,< 1 year,3500.0,declined,Debt consolidation,433xx
NY,19.54,5 years,30000.0,accepted,Credit card refinancing,114xx
PA,100%,< 1 year,15000.0,declined,Home buying,178xx
FL,1.12%,< 1 year,25000.0,declined,Other,328xx
MS,0%,< 1 year,1000.0,declined,Other,387xx
NJ,18.9%,< 1 year,10000.0,declined,Credit card refinancing,088xx
LA,63.43%,< 1 year,10000.0,declined,Debt consolidation,708xx
TX,52.5%,< 1 year,4000.0,declined,Debt consolidation,751xx
IL,10.6%,< 1 year,5000.0,declined,Credit card refinancing,606xx
CA,100%,< 1 year,35000.0,declined,Debt consolidation,953xx
NH,1.43%,< 1 year,3000.0,declined,Debt consolidation,030xx
CO,39.59%,< 1 year,25000.0,declined,Debt consolidation,802xx
TX,29.73%,< 1 year,40000.0,declined,Debt consolidation,780xx
CA,58.33%,< 1 year,10000.0,declined,Debt consolidation,945xx
NC,5.28%,< 1 year,5000.0,declined,Car financing,283xx
CA,10.4%,< 1 year,3000.0,declined,Other,945xx
GA,51.95%,< 1 year,20000.0,declined,Debt consolidation,300xx
NJ,4.73%,< 1 year,20000.0,declined,Credit card refinancing,088xx
GA,43.06%,< 1 year,10000.0,declined,Other,309xx
IL,19.32,1 year,10000.0,accepted,Debt consolidation,604xx
NY,6.48,10+ years,30000.0,accepted,Credit card refinancing,113xx
OR,7.55%,< 1 year,10000.0,declined,Moving and relocation,975xx
CA,263.53%,< 1 year,2600.0,declined,Debt consolidation,935xx
TX,37.64%,< 1 year,15000.0,declined,Debt consolidation,770xx
NY,328.25%,< 1 year,8500.0,declined,Major purchase,134xx
NY,44.51%,< 1 year,30000.0,declined,Debt consolidation,113xx
CA,25.16%,< 1 year,5000.0,declined,Credit card refinancing,945xx
ME,36.89%,< 1 year,11000.0,declined,Credit card refinancing,044xx
VA,67.31%,< 1 year,40000.0,declined,Credit card refinancing,233xx
TX,30%,< 1 year,10000.0,declined,Debt consolidation,782xx
LA,38.9%,< 1 year,35000.0,declined,Debt consolidation,705xx
NC,0%,< 1 year,10000.0,declined,Other,273xx
FL,9.12%,< 1 year,20000.0,declined,Other,320xx
CA,1.2%,< 1 year,40000.0,declined,Home improvement,916xx
MS,4.58%,< 1 year,5000.0,declined,Home buying,391xx
GA,22.08%,< 1 year,20000.0,declined,Credit card refinancing,300xx
OH,43.12%,< 1 year,5000.0,declined,Other,454xx
OH,21.09%,< 1 year,15000.0,declined,Debt consolidation,436xx
DC,100%,< 1 year,2500.0,declined,Debt consolidation,200xx
TX,36.62%,< 1 year,20000.0,declined,Credit card refinancing,750xx
GA,25.03%,< 1 year,20000.0,declined,Credit card refinancing,305xx
FL,22%,< 1 year,15000.0,declined,Debt consolidation,346xx
TN,9999%,< 1 year,40000.0,declined,Debt consolidation,374xx
VA,5.2%,< 1 year,5000.0,declined,Debt consolidation,222xx
PA,9.62%,< 1 year,5000.0,declined,Debt consolidation,190xx
TX,34.56%,< 1 year,40000.0,declined,Debt consolidation,782xx
FL,20.94%,< 1 year,10000.0,declined,Other,330xx
IL,1.07%,< 1 year,3500.0,declined,Other,610xx
MD,93.9%,< 1 year,15000.0,declined,Credit card refinancing,217xx
NC,13.63%,< 1 year,5000.0,declined,Major purchase,283xx
FL,0%,< 1 year,15000.0,declined,Car financing,327xx
MA,41.08%,< 1 year,15000.0,declined,Debt consolidation,018xx
GA,229.34%,< 1 year,2000.0,declined,Other,301xx
LA,55.44%,< 1 year,10000.0,declined,Home improvement,707xx
AL,12.26,< 1 year,26400.0,accepted,Debt consolidation,358xx
FL,2.59%,< 1 year,10000.0,declined,Other,322xx
CA,50.55%,< 1 year,6000.0,declined,Other,932xx
GA,100%,< 1 year,35000.0,declined,Debt consolidation,301xx
CA,36.61%,< 1 year,10000.0,declined,Debt consolidation,932xx
MT,100%,< 1 year,35000.0,declined,Credit card refinancing,593xx
AZ,21.14,10+ years,4000.0,accepted,Medical expenses,859xx
NJ,37.17%,< 1 year,15000.0,declined,Credit card refinancing,078xx
FL,1.43%,< 1 year,5000.0,declined,Other,324xx
NY,59.71%,< 1 year,25000.0,declined,Debt consolidation,126xx
UT,8.69%,< 1 year,5000.0,declined,Debt consolidation,841xx
TX,46.84%,< 1 year,30000.0,declined,Debt consolidation,750xx
CA,53.37%,< 1 year,1000.0,declined,Debt consolidation,958xx
OR,36.33%,< 1 year,6000.0,declined,Other,974xx
GA,16.3%,< 1 year,5000.0,declined,Major purchase,300xx
TX,75.57%,< 1 year,10000.0,declined,Debt consolidation,762xx
TX,1.25%,< 1 year,3500.0,declined,Home buying,752xx
PA,1.33%,< 1 year,2000.0,declined,Credit card refinancing,191xx
VA,6.07%,< 1 year,20000.0,declined,Debt consolidation,220xx
CA,9.01%,< 1 year,10000.0,declined,Other,946xx
OK,32.2%,< 1 year,30000.0,declined,Debt consolidation,735xx
FL,58.34%,< 1 year,5000.0,declined,Debt consolidation,339xx
TX,27.78%,< 1 year,25000.0,declined,Debt consolidation,799xx
AZ,13.36,2 years,15000.0,accepted,Debt consolidation,853xx
NC,36.39%,< 1 year,3200.0,declined,Other,283xx
PA,26.01%,< 1 year,25000.0,declined,Debt consolidation,190xx
CA,22.91%,< 1 year,1000.0,declined,Other,913xx
SC,100%,8 years,11725.0,declined,Car financing,292xx
GA,1.58%,< 1 year,6000.0,declined,Other,316xx
NM,21.3%,< 1 year,16000.0,declined,Debt consolidation,882xx
GA,7.47%,< 1 year,4000.0,declined,Debt consolidation,303xx
CA,28.32%,< 1 year,2500.0,declined,Car financing,959xx
PA,31.83%,< 1 year,10000.0,declined,Debt consolidation,167xx
CA,2.18%,< 1 year,5000.0,declined,Debt consolidation,921xx
WI,48.37%,< 1 year,20000.0,declined,Credit card refinancing,532xx
MA,2.63%,< 1 year,30000.0,declined,Debt consolidation,027xx
AR,39.37%,< 1 year,20000.0,declined,Credit card refinancing,727xx
WA,29.04%,< 1 year,10000.0,declined,Credit card refinancing,980xx
MO,43.62%,< 1 year,10000.0,declined,Debt consolidation,630xx
CA,18.22%,< 1 year,3000.0,declined,Other,908xx
IL,9.81%,< 1 year,1500.0,declined,Other,609xx
CA,209.09%,< 1 year,15000.0,declined,Home improvement,933xx
NC,31%,< 1 year,39275.0,declined,Debt consolidation,287xx
MA,5.92%,< 1 year,36000.0,declined,Debt consolidation,020xx
NY,37.75%,< 1 year,22000.0,declined,Debt consolidation,124xx
AZ,22.18%,< 1 year,35000.0,declined,Debt consolidation,850xx
NY,32.9%,< 1 year,10000.0,declined,Debt consolidation,121xx
VA,7.53,3 years,2100.0,accepted,Home improvement,224xx
VA,22.74%,< 1 year,10000.0,declined,Debt consolidation,245xx
CA,100%,< 1 year,1500.0,declined,Other,920xx
NC,14.8%,< 1 year,5000.0,declined,Debt consolidation,282xx
OH,42.13%,< 1 year,30000.0,declined,Credit card refinancing,452xx
VA,23.94%,< 1 year,5000.0,declined,Business,232xx
TX,7.42%,< 1 year,3000.0,declined,Other,770xx
NC,484.34%,< 1 year,10000.0,declined,Debt consolidation,284xx
TX,-1%,< 1 year,100000.0,declined,Business Loan,752xx
FL,661.46%,< 1 year,3000.0,declined,Home improvement,322xx
AR,45.27%,< 1 year,9000.0,declined,Major purchase,716xx
CA,12.89%,10+ years,30000.0,declined,Debt consolidation,903xx
IL,2.74%,< 1 year,1000.0,declined,Other,614xx
CO,100%,< 1 year,20000.0,declined,Debt consolidation,805xx
IL,14.38%,< 1 year,40000.0,declined,Debt consolidation,606xx
KS,1.16%,< 1 year,10000.0,declined,Debt consolidation,675xx
TX,281.48%,< 1 year,5000.0,declined,Other,770xx
CT,8.21%,< 1 year,2000.0,declined,Debt consolidation,065xx
TX,32.83%,< 1 year,2000.0,declined,Medical expenses,760xx
MO,9.97%,< 1 year,3000.0,declined,Home buying,630xx
MI,32.89%,< 1 year,13200.0,declined,Other,490xx
OH,68.84%,< 1 year,10000.0,declined,Debt consolidation,450xx
CA,36.12%,< 1 year,3000.0,declined,Debt consolidation,925xx
WA,26.25%,< 1 year,10000.0,declined,Major purchase,985xx
OH,16.48%,< 1 year,5000.0,declined,Other,435xx
TX,63.87%,< 1 year,6000.0,declined,Debt consolidation,799xx
IL,157.89%,< 1 year,5000.0,declined,Debt consolidation,600xx
TX,0%,< 1 year,2000.0,declined,Other,773xx
MO,100%,< 1 year,1500.0,declined,Moving and relocation,645xx
IL,2.4%,< 1 year,1000.0,declined,Credit card refinancing,605xx
NY,100%,< 1 year,10000.0,declined,Car financing,113xx
NC,25.47,10+ years,14000.0,accepted,Credit card refinancing,272xx
PA,4.3%,< 1 year,5000.0,declined,Debt consolidation,191xx
CA,38.71%,< 1 year,6000.0,declined,Moving and relocation,939xx
CA,44.37%,< 1 year,15000.0,declined,Debt consolidation,914xx
MS,53.74%,< 1 year,35000.0,declined,Credit card refinancing,391xx
CA,30.99%,< 1 year,20000.0,declined,Debt consolidation,915xx
SC,32.22%,< 1 year,20000.0,declined,Credit card refinancing,295xx
OH,100%,< 1 year,20000.0,declined,Credit card refinancing,430xx
NY,18.27%,< 1 year,9000.0,declined,Credit card refinancing,103xx
MO,108.61%,< 1 year,25000.0,declined,Debt consolidation,634xx
CA,26.14%,< 1 year,10000.0,declined,Other,917xx
FL,185.58%,< 1 year,15000.0,declined,Credit card refinancing,330xx
TX,40.81%,< 1 year,1500.0,declined,Other,787xx
ME,2.48%,< 1 year,25000.0,declined,Debt consolidation,046xx
SC,2.66%,< 1 year,9000.0,declined,Other,295xx
CA,6.6%,< 1 year,20000.0,declined,Debt consolidation,960xx
SC,26.4%,< 1 year,2100.0,declined,Medical expenses,294xx
MD,19.18%,< 1 year,10000.0,declined,Debt consolidation,207xx
CO,41.81%,< 1 year,7000.0,declined,Debt consolidation,800xx
TX,45.9%,< 1 year,25000.0,declined,Debt consolidation,782xx
TX,42.13%,< 1 year,12000.0,declined,Car financing,765xx
CO,50151%,< 1 year,11700.0,declined,Debt consolidation,800xx
WA,56.3%,< 1 year,20000.0,declined,Major purchase,985xx
NY,17.58%,< 1 year,25000.0,declined,Debt consolidation,113xx
NE,39.3%,< 1 year,6875.0,declined,Debt consolidation,681xx
TX,29.93%,< 1 year,30000.0,declined,Debt consolidation,760xx
IL,11.36%,< 1 year,10000.0,declined,Debt consolidation,629xx
OK,38.13%,< 1 year,20000.0,declined,Debt consolidation,743xx
SC,12.19%,< 1 year,10000.0,declined,Other,295xx
FL,19.19%,< 1 year,2000.0,declined,Medical expenses,338xx
IN,0.6%,< 1 year,5000.0,declined,Other,462xx
CO,28.54%,< 1 year,29000.0,declined,Debt consolidation,805xx
MD,40.03%,< 1 year,30000.0,declined,Credit card refinancing,211xx
CA,28.76%,< 1 year,3500.0,declined,Other,920xx
WI,10.89%,< 1 year,12000.0,declined,Debt consolidation,531xx
TN,0%,< 1 year,3000.0,declined,Other,381xx
NY,10.63%,< 1 year,15000.0,declined,Debt consolidation,112xx
VA,100%,< 1 year,10000.0,declined,Debt consolidation,222xx
CA,18.26%,< 1 year,15000.0,declined,Debt consolidation,951xx
MO,53.14%,< 1 year,15000.0,declined,Credit card refinancing,630xx
WY,25.07%,< 1 year,3000.0,declined,Debt consolidation,827xx
IL,14.93%,< 1 year,5000.0,declined,Debt consolidation,610xx
TN,22.1%,< 1 year,10000.0,declined,Credit card refinancing,371xx
NJ,100%,< 1 year,21000.0,declined,Other,071xx
NY,36.03,4 years,40000.0,accepted,Debt consolidation,140xx
CA,119.83%,< 1 year,20000.0,declined,Credit card refinancing,928xx
NJ,100%,< 1 year,40000.0,declined,Credit card refinancing,076xx
IL,0%,< 1 year,1000.0,declined,Other,617xx
MA,15.47%,< 1 year,10000.0,declined,Debt consolidation,012xx
TX,100%,< 1 year,1000.0,declined,Other,773xx
WI,4.33,10+ years,14000.0,accepted,Credit card refinancing,543xx
MT,13.92,10+ years,30000.0,accepted,Debt consolidation,598xx
IN,26.32%,< 1 year,8000.0,declined,Debt consolidation,477xx
MD,18.26%,< 1 year,40000.0,declined,Business,212xx
FL,8.2%,< 1 year,2500.0,declined,Debt consolidation,328xx
GA,36%,< 1 year,35000.0,declined,Debt consolidation,303xx
CA,26.5%,< 1 year,2600.0,declined,Other,953xx
FL,38.68%,< 1 year,9225.0,declined,Credit card refinancing,330xx
VA,14.73%,< 1 year,35000.0,declined,Debt consolidation,240xx
GA,-1%,< 1 year,5000.0,declined,Business Loan,300xx
FL,100%,< 1 year,3000.0,declined,Other,349xx
TN,15.7%,< 1 year,13000.0,declined,Credit card refinancing,374xx
CO,10.94%,< 1 year,40000.0,declined,Major purchase,809xx
NJ,31.89%,< 1 year,10000.0,declined,Credit card refinancing,087xx
MD,736.14%,< 1 year,35000.0,declined,Debt consolidation,219xx
KY,44.75%,< 1 year,40000.0,declined,Debt consolidation,401xx
AZ,100%,< 1 year,12200.0,declined,Car financing,852xx
GA,9.07%,< 1 year,5000.0,declined,Debt consolidation,398xx
AL,19.88%,< 1 year,2000.0,declined,Debt consolidation,359xx
TX,40.02%,< 1 year,6000.0,declined,Debt consolidation,786xx
OH,39.03%,< 1 year,8000.0,declined,Debt consolidation,453xx
CA,4.97%,< 1 year,6000.0,declined,Debt consolidation,922xx
IL,30.59%,< 1 year,13000.0,declined,Debt consolidation,604xx
